gender,location,gamegenre,ingamepurchases,gamedifficulty,sessionsperweek,avgsessiondurationminutes,playerlevel,achievementsunlocked,engagementlevel
1,Asia,Sports,1,0,5,73,33,44,1
0,Other,Action,0,0,14,177,40,6,2
0,USA,Simulation,0,0,17,152,85,10,2
0,Europe,Sports,0,0,5,92,88,10,1
0,Asia,Action,0,2,9,53,4,25,1
1,Other,Strategy,0,2,4,47,86,46,1
0,Asia,Action,0,0,7,36,63,20,0
0,USA,Sports,0,0,19,104,34,29,2
0,USA,Sports,0,0,10,143,82,28,2
0,Europe,RPG,1,2,0,95,70,44,0
0,Asia,Action,0,0,9,155,42,44,2
1,USA,Sports,0,0,16,73,76,6,1
1,USA,Sports,0,1,18,102,57,30,2
0,USA,Simulation,0,0,9,173,36,10,2
1,Europe,Strategy,0,0,6,79,82,0,1
1,USA,Sports,1,2,12,77,10,8,1
1,USA,Sports,0,0,19,172,12,1,2
1,Europe,Action,0,0,14,127,74,16,2
1,Europe,Action,0,2,6,95,92,28,1
0,Asia,Sports,0,2,13,110,50,23,2
0,Europe,RPG,0,2,7,148,4,26,1
1,Europe,Strategy,0,1,16,29,74,18,1
1,USA,Action,0,1,5,141,42,37,1
0,USA,Sports,0,1,10,130,91,7,1
0,Europe,Sports,0,0,5,159,76,5,1
0,Europe,Simulation,1,1,13,28,86,20,1
1,USA,RPG,0,0,1,60,97,34,0
1,USA,Strategy,0,1,15,31,6,46,1
0,USA,Action,1,2,17,19,92,24,1
1,Asia,Sports,0,1,8,21,64,5,0
0,Asia,Sports,1,0,16,85,83,7,1
0,USA,Strategy,0,0,1,86,2,9,0
1,Asia,Action,1,0,19,110,64,31,2
0,USA,Sports,0,0,10,160,15,27,2
0,Asia,Sports,0,2,18,90,59,11,2
0,Other,Strategy,0,1,18,25,43,49,1
1,USA,Strategy,0,1,1,138,24,22,2
0,Asia,Simulation,0,0,0,141,48,25,0
1,Europe,RPG,0,0,4,113,95,9,1
0,Europe,Simulation,0,1,16,149,16,13,2
1,Europe,RPG,0,0,19,99,36,49,2
0,USA,RPG,0,1,6,22,69,42,0
1,Asia,Action,0,0,18,18,21,27,1
1,USA,Simulation,0,1,4,108,11,2,1
0,USA,Action,1,0,10,29,88,29,1
0,Other,Strategy,0,1,18,29,23,43,1
0,Europe,Strategy,0,0,19,102,19,27,2
1,Asia,RPG,0,1,8,149,93,11,1
0,USA,Sports,0,0,18,44,9,42,1
1,Asia,RPG,0,0,1,120,85,32,0
0,Europe,RPG,1,0,6,11,70,40,0
0,Europe,Action,0,0,0,82,28,1,0
1,Other,RPG,0,1,3,152,44,18,1
1,Asia,Strategy,0,2,7,44,28,25,1
1,USA,Simulation,1,2,19,59,79,8,1
1,Other,RPG,0,2,9,33,48,42,1
1,USA,Strategy,0,2,18,108,78,47,2
0,USA,RPG,0,2,6,162,38,29,1
0,Europe,Sports,1,2,17,72,24,23,1
0,Asia,Strategy,0,1,16,169,77,30,2
1,USA,RPG,0,2,6,115,41,39,1
0,USA,Sports,0,0,12,111,46,28,1
0,Asia,Action,0,0,14,18,73,3,0
1,Other,Strategy,0,0,19,168,97,39,2
1,Europe,Sports,0,0,11,61,50,47,1
0,Other,Strategy,1,0,6,45,81,3,0
0,Asia,Strategy,1,0,15,157,7,14,2
0,USA,Action,1,0,6,88,44,43,1
0,USA,RPG,0,0,6,147,66,33,1
0,Asia,Action,0,0,17,30,98,0,1
0,Europe,Strategy,0,0,12,24,7,30,0
1,Asia,Action,0,0,17,154,17,19,2
1,Asia,Sports,0,2,12,161,99,1,2
1,Europe,RPG,0,1,18,153,27,43,2
0,Other,RPG,0,1,13,131,98,27,2
1,Asia,RPG,0,1,5,26,16,20,0
1,USA,Strategy,0,0,14,125,98,5,2
1,Asia,Strategy,0,0,5,73,24,8,1
1,Europe,RPG,1,1,10,143,28,28,2
1,USA,Action,0,0,19,62,57,33,1
0,Europe,RPG,0,0,18,134,76,47,2
1,Europe,Strategy,1,2,16,67,91,27,1
1,Europe,Action,0,0,11,149,95,42,2
0,Europe,Simulation,0,1,15,129,14,35,2
0,Europe,Action,0,0,4,101,27,30,1
0,Europe,Strategy,0,2,13,54,87,5,1
1,Europe,Action,0,0,19,75,68,2,1
1,Asia,Sports,0,1,6,97,78,6,1
1,Asia,Strategy,0,0,3,19,75,13,0
0,Europe,RPG,1,1,11,103,5,1,1
0,USA,Strategy,0,1,8,123,61,7,1
1,USA,Action,1,2,2,39,43,3,0
0,USA,Simulation,0,0,8,46,86,11,1
0,Europe,RPG,0,0,6,45,36,30,0
1,Other,Action,0,0,15,48,1,49,1
1,Asia,Action,1,0,6,91,48,0,1
1,Europe,Action,0,0,11,158,11,33,2
0,Asia,Action,0,0,10,39,36,49,1
0,Asia,Simulation,1,1,14,73,92,41,1
1,Europe,Strategy,0,0,5,144,5,6,1
0,Asia,Simulation,0,1,9,112,4,26,1
0,USA,Strategy,0,2,15,157,44,34,2
0,Europe,RPG,0,0,16,171,32,34,2
0,USA,Action,0,0,4,121,72,28,1
0,USA,Action,0,2,9,168,18,29,2
0,Other,Action,0,0,7,151,61,18,1
0,Europe,Sports,1,0,15,36,82,28,1
0,Asia,Action,0,1,9,173,74,18,2
0,Asia,Sports,0,0,14,160,52,19,2
1,Other,Simulation,0,0,13,121,92,33,2
0,USA,Strategy,0,1,11,160,80,44,2
0,Asia,Sports,0,0,15,30,86,22,1
0,Europe,Simulation,0,0,0,62,94,36,0
0,Europe,RPG,0,2,10,86,3,16,1
0,USA,Strategy,0,2,7,177,63,49,1
0,Asia,Sports,0,0,3,33,40,27,0
0,USA,Simulation,0,1,5,44,42,31,0
0,USA,RPG,0,1,6,178,69,38,1
0,Asia,Strategy,1,0,6,136,93,45,1
0,USA,Sports,0,2,18,165,95,19,2
0,Europe,Strategy,0,0,16,143,57,8,2
0,USA,Strategy,0,0,0,82,55,19,0
1,Asia,RPG,0,0,17,22,88,45,1
0,Other,Sports,0,0,0,83,47,2,0
1,Asia,RPG,0,0,4,31,23,35,0
1,USA,RPG,0,1,19,129,92,36,2
0,USA,Strategy,0,0,8,148,24,15,1
1,Europe,Action,0,0,1,110,92,44,1
1,Other,Action,1,2,4,26,16,45,0
0,Europe,RPG,0,1,16,32,35,19,1
0,USA,Sports,0,0,16,118,73,18,2
0,USA,Strategy,1,1,11,84,40,40,0
0,USA,RPG,1,1,8,73,76,47,1
0,Europe,Sports,1,2,0,102,98,38,0
1,USA,Action,0,2,6,47,25,26,0
0,Europe,RPG,0,1,11,141,29,46,2
1,Other,Simulation,0,1,3,162,18,30,2
0,USA,RPG,0,0,15,70,99,35,1
1,Asia,Sports,0,0,16,121,54,6,2
1,Europe,Sports,0,0,1,88,18,37,0
0,Europe,RPG,1,0,11,119,49,27,2
1,Other,Simulation,0,1,18,88,72,38,2
0,Europe,Action,1,1,6,71,31,43,1
0,USA,Simulation,0,1,5,113,41,13,1
1,Asia,Simulation,1,0,19,118,51,17,2
0,USA,Sports,0,0,1,134,75,43,0
0,Other,RPG,0,2,14,28,72,25,1
0,USA,Simulation,1,2,14,66,54,11,1
1,USA,RPG,0,2,14,179,76,0,2
0,Other,Simulation,0,0,17,71,74,48,1
1,Asia,Strategy,1,2,6,176,42,34,1
1,USA,Sports,0,0,11,101,72,49,1
0,Asia,Simulation,0,0,7,179,63,40,1
0,USA,Strategy,0,0,12,125,89,45,2
1,USA,Sports,1,1,3,121,4,14,1
1,USA,Sports,0,0,6,59,3,10,1
0,USA,RPG,0,0,10,30,19,11,0
0,Europe,Simulation,0,1,1,69,34,39,0
1,USA,RPG,0,1,19,68,63,32,1
1,Europe,Simulation,1,1,2,164,25,47,1
1,Europe,Strategy,0,0,1,128,93,37,0
0,Europe,Simulation,0,2,17,175,77,27,2
1,USA,Strategy,0,0,9,60,45,48,1
0,USA,Simulation,0,0,5,100,46,16,1
1,Asia,Strategy,0,0,18,67,5,17,1
1,USA,RPG,1,2,16,23,85,2,1
0,USA,Simulation,0,0,1,67,30,2,0
0,Europe,RPG,0,0,19,63,93,18,1
1,Europe,Sports,0,0,1,49,18,48,0
1,USA,Action,0,0,11,84,8,11,1
0,Asia,Simulation,1,0,2,152,6,42,2
1,Asia,Strategy,0,0,7,29,51,0,0
0,Other,RPG,0,0,2,102,51,49,1
1,Europe,Strategy,0,0,17,50,63,27,1
1,USA,RPG,0,0,13,85,92,49,1
0,Europe,Action,0,0,7,86,31,44,1
1,USA,Sports,1,0,5,149,83,7,1
1,Other,Action,0,2,6,15,88,9,0
0,USA,Strategy,0,0,15,178,14,25,2
0,Other,Simulation,0,2,0,68,5,14,2
0,Other,Sports,1,0,3,62,89,41,1
1,Asia,RPG,0,0,8,60,29,45,2
0,USA,Sports,1,0,17,106,61,47,2
0,Europe,Simulation,0,0,14,93,90,1,1
1,USA,Simulation,1,1,7,116,20,12,1
0,Asia,Strategy,0,0,10,104,15,2,1
0,USA,Action,0,2,16,16,11,39,0
0,Europe,RPG,0,0,4,100,57,3,1
1,Europe,Sports,0,2,0,39,68,17,0
0,USA,Simulation,0,0,7,148,68,4,1
1,Europe,Action,0,0,12,53,11,20,1
0,USA,Strategy,1,2,16,56,8,26,1
0,Europe,Strategy,1,0,8,49,72,29,1
0,USA,RPG,1,0,17,103,4,40,2
0,USA,Action,1,0,8,133,96,28,0
1,Europe,Strategy,1,0,1,83,69,1,2
1,Europe,RPG,0,0,6,78,42,16,1
1,USA,Simulation,0,1,8,78,26,10,1
0,Europe,Sports,0,1,18,63,96,36,1
0,Europe,RPG,1,1,10,159,55,1,2
0,USA,Action,0,1,0,160,42,45,0
1,Europe,Simulation,0,0,3,150,48,23,1
1,USA,Sports,0,0,16,77,89,11,1
1,Other,Action,0,1,18,85,40,42,2
1,USA,Strategy,0,1,15,20,32,1,0
0,Asia,Action,1,2,16,141,27,9,2
1,Europe,Sports,0,2,9,97,51,31,1
1,Europe,Sports,0,0,16,44,96,19,1
0,Other,Action,0,1,17,75,95,17,2
1,Asia,Sports,0,0,11,136,49,40,2
1,USA,Action,0,0,0,123,46,33,0
0,Other,Simulation,0,0,10,68,65,30,1
0,USA,Sports,0,0,0,58,66,29,0
0,USA,Sports,0,0,19,112,48,36,2
1,Europe,Simulation,0,1,0,135,71,31,0
1,Other,Simulation,0,0,9,169,86,34,2
0,Europe,RPG,0,0,19,54,96,42,1
1,Asia,Strategy,0,2,15,145,95,41,2
0,Other,Action,0,0,7,50,51,26,1
0,Asia,Sports,0,2,4,152,1,42,1
0,Europe,Sports,0,0,19,167,50,0,2
0,USA,Simulation,0,2,4,31,9,39,0
0,USA,Action,0,1,2,112,65,28,0
1,Europe,Strategy,1,0,15,86,17,28,1
1,USA,Action,0,1,11,173,35,16,2
0,USA,RPG,0,2,2,149,5,41,0
0,USA,Simulation,0,0,14,144,63,3,2
0,Asia,Simulation,1,1,15,130,50,38,2
0,USA,Strategy,0,1,1,51,53,43,0
0,USA,RPG,0,0,12,143,79,33,2
1,Asia,RPG,0,2,5,121,46,27,0
0,Other,Sports,0,0,4,135,93,23,1
0,Asia,Action,0,0,19,23,89,18,1
0,USA,Simulation,0,1,2,73,15,12,0
1,USA,Sports,0,1,14,25,91,48,1
0,Europe,Strategy,0,1,12,22,97,3,0
0,USA,Strategy,0,2,9,22,99,20,0
0,Europe,Simulation,0,0,17,25,42,22,1
0,USA,Strategy,0,0,16,26,74,6,1
1,Europe,Action,0,0,14,104,43,48,2
0,Asia,RPG,0,0,17,118,90,26,2
1,Asia,Sports,0,0,10,30,50,39,1
0,Asia,Simulation,1,0,15,22,41,42,1
0,Asia,Sports,1,2,15,162,42,14,2
1,USA,RPG,0,1,1,164,41,9,0
1,Other,Strategy,1,0,13,150,72,47,2
0,Asia,Sports,0,0,5,172,51,8,1
0,USA,Action,0,1,15,43,64,40,1
0,Europe,Strategy,0,1,4,135,28,11,1
1,Europe,Strategy,0,0,2,92,69,10,0
1,Europe,Action,0,1,10,143,81,28,2
0,Europe,Sports,0,0,0,76,53,49,0
0,USA,Strategy,0,0,4,56,64,14,0
0,Other,RPG,1,1,1,167,66,17,0
1,Europe,Action,0,1,9,94,44,23,2
0,Europe,Strategy,0,1,15,127,55,42,2
0,Europe,Strategy,0,0,8,13,72,35,0
1,Europe,Action,0,0,11,40,48,49,1
0,Europe,Strategy,0,0,2,47,79,14,0
0,USA,RPG,0,2,3,18,62,0,0
0,Europe,Action,0,0,12,88,71,44,1
0,USA,Simulation,0,1,0,56,53,43,0
0,Asia,Sports,0,1,11,22,27,43,0
1,Asia,Strategy,0,0,7,77,36,0,1
0,Asia,Action,0,2,7,86,9,18,1
0,Asia,Sports,0,2,17,116,97,43,2
0,USA,Sports,0,0,17,169,5,43,1
0,USA,Simulation,0,2,16,138,58,7,2
0,USA,Simulation,0,0,11,56,99,10,1
0,USA,RPG,1,0,3,19,91,48,0
0,Europe,Sports,0,0,12,31,90,1,1
1,Asia,Simulation,0,1,5,139,45,12,1
0,Asia,Action,0,1,13,47,50,22,1
1,USA,RPG,0,0,15,13,27,14,0
0,USA,Sports,0,0,18,76,67,48,2
1,USA,Strategy,0,0,10,92,76,9,1
1,USA,Action,1,1,9,148,83,35,2
1,Europe,Action,0,2,3,14,80,19,2
0,Asia,Action,1,0,2,58,58,24,0
0,Asia,RPG,1,1,7,12,81,12,0
1,Europe,RPG,0,0,9,94,46,24,1
0,USA,Strategy,0,0,8,171,94,12,1
0,USA,Strategy,0,0,11,16,56,32,0
1,Europe,Simulation,1,0,6,172,32,23,1
1,Europe,Strategy,0,0,5,38,46,1,0
1,Europe,Simulation,0,1,14,168,81,39,2
0,Asia,Action,0,2,0,93,10,9,0
0,USA,Sports,1,0,10,27,74,38,1
0,Other,Simulation,0,0,15,79,60,33,1
0,Other,Action,0,1,10,76,54,39,1
0,USA,Strategy,0,1,5,120,4,0,1
0,USA,Action,0,1,14,165,68,17,2
1,Europe,Action,1,1,0,120,71,21,0
0,Asia,Action,1,0,12,10,98,38,0
1,Europe,Sports,0,0,12,124,4,33,2
0,USA,Sports,1,1,19,159,2,20,2
0,Europe,Simulation,0,0,2,36,96,20,0
0,Europe,Simulation,1,2,5,177,21,23,1
1,USA,Simulation,0,1,0,174,48,31,0
0,Asia,Sports,0,1,19,11,68,0,0
1,Asia,Simulation,0,0,19,79,21,27,2
0,USA,Strategy,0,2,15,15,32,24,0
0,Europe,Simulation,1,0,16,159,82,14,2
1,USA,RPG,0,0,16,176,61,47,2
0,Europe,Action,0,1,11,23,63,8,0
0,Europe,Sports,0,1,9,165,74,31,2
0,Europe,Action,0,0,13,65,27,39,1
1,USA,Strategy,0,0,3,139,29,33,1
1,Europe,Sports,1,0,0,35,15,44,0
1,USA,Strategy,0,0,11,176,14,4,2
0,USA,RPG,0,2,10,48,38,14,1
0,USA,Sports,0,2,15,84,35,14,0
0,USA,Simulation,0,0,3,59,87,49,1
1,USA,Action,0,1,16,65,2,36,1
0,USA,Action,0,0,2,175,62,7,1
0,Asia,Action,0,1,17,24,41,17,1
1,USA,Strategy,0,0,3,154,71,41,1
1,Europe,Sports,0,1,19,29,71,32,1
0,USA,Action,0,1,4,175,83,32,1
1,USA,Strategy,0,0,9,146,67,39,2
0,Asia,RPG,0,0,18,75,39,17,1
0,Europe,Simulation,1,1,7,12,88,36,0
1,Europe,Sports,0,0,0,79,38,35,0
0,Europe,Simulation,0,0,4,39,84,2,0
1,USA,Sports,0,1,9,120,65,21,1
0,Europe,Action,1,0,14,84,84,12,1
1,USA,RPG,0,1,14,146,84,41,2
0,USA,Simulation,1,0,16,148,19,1,2
1,Europe,Sports,0,1,5,144,11,12,2
1,USA,RPG,0,0,1,69,19,1,0
0,USA,Strategy,0,0,3,30,75,2,0
0,USA,Simulation,0,2,17,12,36,20,0
0,USA,Action,0,1,10,128,98,32,2
1,Asia,Action,0,0,15,162,81,41,2
0,Asia,Strategy,1,0,17,86,19,40,2
0,USA,Strategy,0,0,11,148,67,16,2
1,Europe,Simulation,0,0,9,98,3,42,1
1,Other,Strategy,0,0,7,169,75,47,1
0,USA,Simulation,0,1,0,112,41,44,0
1,USA,RPG,0,0,15,75,17,41,1
0,Europe,Sports,0,1,15,13,29,17,0
1,Europe,Strategy,0,1,9,130,39,38,1
0,USA,RPG,1,2,10,92,86,20,1
0,USA,Strategy,0,2,16,12,48,29,0
1,Europe,RPG,0,0,9,12,58,48,0
0,USA,RPG,0,0,17,176,48,36,2
0,Other,Simulation,0,1,9,48,48,22,1
1,USA,Action,0,1,11,92,26,25,1
0,Europe,RPG,0,1,3,87,84,1,0
0,USA,Simulation,0,1,8,165,42,36,1
1,Europe,Strategy,0,0,9,136,94,10,1
1,Europe,Strategy,0,0,14,149,22,42,2
1,USA,Strategy,0,0,3,74,89,47,1
0,Europe,Sports,0,2,8,69,29,49,1
0,USA,Sports,1,1,18,137,59,2,2
0,Asia,Sports,0,1,9,113,71,42,1
0,Other,Strategy,0,0,2,41,53,32,2
0,Asia,Strategy,0,2,15,112,21,6,2
0,Asia,Sports,0,0,17,45,30,46,1
1,Europe,Simulation,0,1,9,52,2,37,1
1,USA,Strategy,0,2,16,75,17,34,1
0,USA,Strategy,0,1,2,164,68,40,1
0,Asia,Simulation,1,1,10,28,42,20,0
0,USA,Action,1,0,5,154,66,39,0
0,USA,Action,1,2,9,137,97,18,1
1,Europe,Sports,0,0,0,156,95,45,0
0,USA,Simulation,0,0,4,116,64,43,1
1,Europe,Simulation,0,1,8,26,89,46,1
0,Asia,Sports,0,2,18,12,52,15,0
1,Other,Sports,0,0,1,63,1,45,0
1,USA,Strategy,0,0,15,128,62,16,2
0,USA,Action,0,1,7,82,65,21,1
0,Asia,Simulation,1,0,16,164,64,21,2
1,USA,Simulation,1,0,6,102,7,23,1
0,USA,RPG,0,0,5,118,14,23,1
0,Asia,Strategy,1,0,16,15,73,45,1
0,USA,Action,0,2,1,159,61,47,0
0,USA,Action,0,1,19,46,98,12,1
0,USA,RPG,0,0,19,84,8,48,2
0,USA,Strategy,0,1,17,112,26,18,2
1,Europe,Action,0,0,7,89,55,7,1
0,USA,Sports,1,0,11,32,98,43,1
0,Europe,Strategy,0,0,0,178,72,46,0
0,Other,Action,0,0,11,13,19,35,0
0,Asia,Sports,1,0,7,147,22,12,1
1,USA,RPG,0,1,5,150,47,9,1
1,Asia,Action,0,0,8,138,61,24,1
1,Europe,Strategy,0,2,15,55,90,0,1
0,USA,Simulation,0,1,5,50,86,9,0
0,USA,RPG,0,2,10,162,99,22,2
0,Asia,Simulation,0,0,10,156,82,36,2
0,Europe,Strategy,1,0,18,52,91,5,1
0,Europe,Action,0,1,14,79,18,32,1
1,Europe,Action,0,1,17,170,12,44,2
0,USA,Strategy,0,0,3,49,45,2,0
0,USA,Strategy,0,2,5,161,88,1,1
1,Europe,RPG,0,2,6,88,77,38,1
1,USA,Strategy,0,2,1,48,40,32,0
0,USA,Strategy,1,2,6,127,53,32,1
0,USA,Action,0,1,4,137,22,22,1
1,Other,RPG,0,0,7,94,19,43,1
0,Europe,Action,0,0,16,110,71,15,2
1,USA,RPG,0,1,1,72,37,13,0
0,USA,Simulation,0,1,15,122,53,16,2
0,Europe,Simulation,0,1,18,16,90,3,0
0,USA,Sports,1,0,3,30,29,31,0
0,Europe,Strategy,1,2,18,176,28,12,2
1,Other,Action,1,2,2,76,20,0,0
1,Asia,RPG,0,1,7,111,14,29,1
1,Other,Sports,1,1,15,99,8,1,2
0,USA,Simulation,0,2,5,40,98,22,0
1,USA,Sports,0,0,6,126,52,39,1
1,Europe,Action,0,0,9,48,59,23,1
1,Asia,Sports,1,1,1,125,97,47,1
0,USA,Sports,0,2,12,67,22,23,1
1,USA,Simulation,0,0,6,25,90,19,0
0,USA,Sports,0,1,18,142,83,44,2
0,Asia,Sports,1,1,17,52,99,47,1
0,USA,RPG,1,1,7,65,94,23,1
1,USA,Simulation,0,1,17,78,60,48,2
1,Asia,Action,0,0,1,97,75,26,0
0,USA,Strategy,0,0,13,127,16,25,2
0,Europe,Action,1,0,6,68,83,48,1
0,USA,Simulation,1,1,12,115,43,27,2
1,USA,Sports,0,1,8,36,53,34,0
1,Europe,Simulation,0,2,14,170,49,39,2
0,Other,Strategy,1,0,15,76,88,48,1
1,USA,Strategy,0,1,0,66,83,43,0
0,Asia,Simulation,0,1,9,57,71,37,1
0,Other,Sports,0,1,0,158,91,43,0
0,USA,Strategy,0,0,14,159,80,10,2
0,USA,Action,0,0,13,49,33,1,1
1,Other,Simulation,0,1,14,134,91,13,2
1,Europe,Simulation,0,0,18,28,19,20,1
0,Asia,Action,0,2,9,88,23,47,1
1,Asia,Strategy,0,0,4,69,42,32,1
1,USA,Strategy,0,1,6,118,21,38,1
0,USA,Action,0,1,6,157,77,4,1
0,Asia,RPG,0,0,17,152,80,43,2
1,Europe,Strategy,0,1,12,72,64,12,1
1,Europe,Action,0,0,12,19,67,9,0
0,Europe,Simulation,0,1,1,74,39,13,0
0,USA,Sports,0,2,18,47,12,6,1
1,USA,RPG,1,1,18,82,38,45,2
0,USA,Sports,0,2,13,64,87,31,1
1,USA,RPG,0,0,16,61,5,8,1
0,Asia,Sports,0,0,8,23,1,41,0
0,USA,RPG,0,0,5,103,98,41,1
0,USA,RPG,0,1,11,29,52,34,1
0,Europe,RPG,0,2,9,125,12,5,1
0,Europe,Action,1,0,0,30,73,46,0
0,USA,Action,0,0,7,93,14,0,1
1,Europe,Simulation,0,1,1,38,48,10,0
0,Europe,Simulation,1,1,18,34,85,12,1
1,USA,Sports,0,2,19,113,68,29,2
1,USA,Action,0,0,5,179,32,43,0
1,Asia,Action,0,2,19,77,34,8,2
0,Europe,Action,0,0,17,162,50,5,0
1,USA,Simulation,0,0,8,165,56,19,1
1,Europe,Strategy,0,1,2,38,19,43,0
0,Asia,Sports,1,0,8,44,81,35,0
0,USA,RPG,0,1,8,105,20,27,1
0,Other,Simulation,0,0,6,36,17,25,0
0,Asia,RPG,0,2,15,148,23,40,2
1,USA,Sports,1,0,5,34,32,24,0
1,Other,Action,1,1,9,98,83,38,1
1,USA,Sports,0,2,9,101,56,3,1
0,Asia,Action,0,0,14,33,96,35,1
1,Europe,RPG,1,0,4,120,87,5,1
0,Europe,Simulation,0,0,1,34,94,43,0
0,Europe,Sports,0,0,16,59,88,44,1
1,USA,Strategy,1,1,0,43,91,6,0
0,USA,Sports,0,0,3,150,21,26,1
0,Europe,Sports,0,1,4,57,27,49,0
1,Other,Strategy,0,0,9,175,10,47,2
1,USA,Sports,0,2,4,52,53,13,0
0,USA,RPG,0,1,7,162,57,4,0
1,USA,RPG,0,1,0,92,3,1,0
0,Europe,Sports,0,2,9,162,80,47,2
1,USA,Action,0,1,16,171,90,39,2
0,USA,Simulation,1,0,7,94,72,29,1
1,USA,Simulation,0,2,7,138,13,14,1
1,Europe,Simulation,0,1,16,87,25,48,2
0,Europe,Simulation,0,0,8,110,83,3,0
1,Asia,Action,0,1,15,87,78,13,1
1,Europe,Action,0,1,12,176,50,48,2
0,Europe,Action,0,0,10,97,75,48,1
1,Asia,Sports,1,0,12,20,10,42,2
1,Other,Sports,0,1,13,101,50,7,1
0,Asia,Sports,0,0,8,18,44,32,0
0,Asia,Simulation,0,0,15,46,86,37,1
0,Europe,Simulation,0,2,12,14,45,35,0
0,Other,Sports,0,1,3,20,27,42,0
0,USA,Simulation,1,0,12,138,82,9,2
0,Europe,Action,0,1,9,116,63,8,1
1,USA,RPG,0,1,6,164,17,13,1
1,Europe,Action,0,0,17,58,99,12,1
1,Europe,Strategy,1,1,9,151,37,44,2
1,USA,Action,0,1,1,125,99,16,0
0,USA,Sports,0,0,7,58,51,40,1
1,Europe,Action,1,2,10,38,27,33,1
0,Europe,Strategy,0,2,12,173,6,8,2
0,Europe,Strategy,0,0,12,142,20,37,2
0,USA,Action,0,0,13,46,25,29,1
0,Europe,Sports,0,1,8,82,15,30,1
0,Other,RPG,0,1,19,56,83,34,1
0,Other,Action,0,1,10,168,53,12,1
1,USA,Simulation,1,1,8,123,95,7,1
0,Asia,Simulation,0,0,5,174,14,33,1
0,Europe,RPG,1,2,8,56,27,11,1
1,Asia,Sports,0,1,3,52,36,14,1
0,USA,Simulation,0,0,8,128,37,8,1
1,Asia,Action,0,0,9,86,59,2,1
0,USA,Strategy,0,0,1,51,5,43,0
0,Europe,RPG,0,0,12,124,5,12,2
0,Europe,Action,1,1,15,93,54,15,2
0,Europe,Sports,0,0,19,50,95,31,1
0,USA,Simulation,0,1,13,75,23,30,1
0,USA,RPG,0,0,4,137,26,39,1
1,Asia,Simulation,1,0,18,76,55,20,1
0,Asia,Strategy,1,0,7,156,77,12,1
0,Europe,Strategy,0,1,18,174,58,17,2
1,USA,RPG,0,1,12,107,63,40,1
1,Europe,Sports,0,0,5,33,23,32,0
0,Europe,RPG,0,0,4,89,88,40,1
0,Other,RPG,0,1,19,145,20,27,2
0,Europe,Sports,0,1,18,81,83,12,2
1,Asia,Strategy,0,1,10,16,89,11,0
1,USA,Simulation,1,1,13,39,11,41,0
1,Asia,Strategy,0,0,17,146,39,27,2
1,Europe,Simulation,0,1,12,164,80,35,2
0,Europe,Simulation,0,0,0,28,40,0,0
0,USA,RPG,0,1,10,132,75,30,2
1,USA,RPG,0,0,13,167,48,39,2
0,Europe,RPG,0,2,0,36,26,18,0
1,Asia,Simulation,0,1,13,141,70,30,2
0,USA,Action,0,0,16,167,93,40,2
0,USA,Simulation,0,1,6,167,6,33,1
1,Other,RPG,1,2,8,115,6,44,1
1,USA,Action,0,2,18,107,64,30,2
1,Europe,Action,0,2,19,119,69,17,2
1,Europe,Strategy,0,0,16,100,75,17,2
0,Europe,RPG,0,0,19,84,19,14,2
1,USA,RPG,0,2,18,68,11,10,1
1,Europe,Action,0,0,15,141,23,25,2
0,USA,RPG,0,0,4,50,73,44,1
1,USA,Simulation,0,1,2,70,83,20,0
1,USA,Sports,1,0,1,21,23,47,0
1,Europe,Sports,0,2,9,153,53,0,1
0,USA,RPG,0,1,4,71,45,16,0
1,USA,Action,1,2,11,17,10,8,0
0,USA,Action,0,1,12,59,34,2,1
0,USA,Sports,0,1,16,149,6,40,2
1,Europe,Sports,0,0,17,164,95,25,2
0,USA,RPG,0,1,19,145,52,25,2
0,Asia,Strategy,0,0,15,87,87,34,1
0,Asia,Action,0,1,0,177,20,17,0
0,Asia,RPG,0,0,11,160,27,35,2
1,Asia,Simulation,1,0,3,175,90,6,1
0,Europe,Action,0,0,3,154,23,29,1
0,USA,RPG,0,0,19,19,83,10,1
0,USA,Action,0,2,12,42,65,12,1
1,Europe,Strategy,1,0,13,93,21,39,1
1,USA,Strategy,0,0,19,50,64,10,1
1,USA,Action,0,0,5,123,48,41,1
0,USA,Action,1,0,6,75,12,38,1
1,Asia,Simulation,0,1,1,66,38,16,0
0,Asia,Simulation,1,1,18,66,79,44,1
0,Europe,RPG,1,0,6,52,9,30,0
0,USA,Simulation,0,0,5,120,79,40,1
0,Europe,RPG,0,0,14,69,55,23,1
0,USA,RPG,0,0,13,152,45,48,2
0,USA,Simulation,0,0,8,83,30,14,1
0,Europe,Action,0,0,0,59,21,3,0
1,Europe,Sports,0,1,16,69,52,28,1
0,Asia,RPG,0,0,11,113,55,8,1
1,USA,Simulation,0,1,1,89,31,1,0
0,USA,Simulation,0,0,17,22,83,35,1
0,Europe,Action,1,1,13,55,17,2,1
0,Europe,Action,0,2,17,173,42,13,2
0,Asia,Strategy,0,1,19,179,68,32,2
1,USA,Strategy,0,2,16,103,86,47,2
1,Other,Simulation,0,0,10,86,55,45,1
0,USA,Simulation,0,1,12,45,63,4,1
0,USA,Sports,0,0,15,154,49,24,2
0,Asia,Sports,0,1,18,124,57,34,2
0,Asia,Action,1,0,6,144,16,37,1
1,Europe,Simulation,0,1,14,18,18,2,0
